file,COMPLETE ANALYSIS PIPELINE,DECK AGENT,TECHNICAL DD AGENT,TEAM AGENT,MARKET SIZING AGENT,FINANCIAL ANALYSIS AGENT,COMPETITORS AGENT,RISK ASSESSMENT AGENT,BUSINESS MODEL AGENT,PRODUCT AGENT,ESG AGENT,EXIT AGENT,FOLLOW-UP AGENT,total_agent_runtime,analysis_agent_runtime,synthesis_agent_runtime,extraction_runtime,visuals_runtime,document_creation_runtime,other_processes_runtime,total_words,duplicate_ratio,duplicate_count,unknown_outside_risks,unknown_including_risks,mermaid_present,sec_AI DISCUSSION AND COMMENTARY_pass,sec_BUSINESS MODEL_pass,sec_COMPANY OVERVIEW_pass,sec_COMPETITORS_pass,sec_COUNTERFACTUAL ANALYSIS_pass,sec_DETAILED SUMMARY_pass,sec_ESG CONSIDERATIONS_pass,sec_FINANCIAL ANALYSIS_pass,sec_FOLLOW-UP QUESTIONS_pass,sec_INVESTMENT & EXIT STRATEGIES_pass,sec_MARKET SIZE & ANALYSIS_pass,sec_PROBLEM STATEMENT_pass,sec_PRODUCT/SERVICE DESCRIPTION_pass,sec_RISKS_pass,sec_SOLUTION OVERVIEW_pass,sec_TEAM & MANAGEMENT_pass,sec_TECHNICAL DUE DILIGENCE_pass
simple_metrics_airbnb_20250816_224259.json,601.9864449501038,61.59913110733032,12.733456134796143,125.02805209159851,27.10766911506653,48.035650968551636,40.05408477783203,4.4816648960113525,10.309346914291382,6.494362115859985,4.729953050613403,4.978438138961792,6.250924110412598,351.8027334213257,319.0397090911865,32.76302433013916,0.0038089752197265625,0.4765942096710205,7.611488103866577,242.09182024002075,3376,0.0,0,1,2,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True
simple_metrics_airbnb_20250817_101716.json,517.7903981208801,68.12604308128357,9.187014102935791,118.43227100372314,25.767486095428467,48.07410502433777,32.45995283126831,2.6333770751953125,3.4827487468719482,2.559008836746216,2.800936222076416,2.3949670791625977,4.337576150894165,320.2554862499237,304.68024921417236,15.575237035751343,0.004339933395385742,0.4662461280822754,5.088404178619385,191.97592163085938,3271,0.0,0,3,5,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True
simple_metrics_aircall_20250816_225516.json,554.2453989982605,74.66556024551392,13.53476095199585,159.51072192192078,22.36614203453064,54.00191378593445,23.68777108192444,4.615620851516724,6.3750200271606445,4.126970052719116,3.55271315574646,3.8421950340270996,5.6755640506744385,375.95495319366455,352.3824908733368,23.57246232032776,106.34151816368103,0.014250993728637695,4.992688179016113,66.94198846817017,3027,0.0,0,1,2,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True
simple_metrics_aircall_20250817_102645.json,489.77978706359863,69.75815796852112,12.112276077270508,139.65955471992493,23.939076900482178,53.0757040977478,21.25176978111267,2.9135570526123047,3.8143692016601562,2.5820038318634033,2.39619517326355,2.3271799087524414,3.391528844833374,337.22137355804443,322.7100965976715,14.511276960372925,0.0016620159149169922,0.02285480499267578,4.00873589515686,148.52516078948975,3292,0.0,0,2,3,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True
simple_metrics_almanac_20250816_230659.json,526.9901158809662,80.30654907226562,15.160218000411987,110.51573371887207,21.372201204299927,48.40340995788574,46.62912893295288,2.4697470664978027,4.99460506439209,3.740549087524414,3.2960331439971924,3.509521961212158,6.50658106803894,346.90427827835083,324.85698795318604,22.047290325164795,98.22203207015991,0.022821903228759766,6.165113210678101,75.67587041854858,3428,0.0,0,2,3,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True
simple_metrics_almanac_20250817_103617.json,491.43451380729675,53.781651735305786,12.049988746643066,104.05375003814697,18.795815229415894,46.26454710960388,20.933182954788208,1.373147964477539,5.334315776824951,3.2981412410736084,2.1251559257507324,3.431917190551758,2.883061647415161,274.32467555999756,257.25208377838135,17.07259178161621,0.0023469924926757812,0.022726774215698242,69.29499316215515,147.78977131843567,3250,0.006993006993006993,1,1,2,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True
simple_metrics_capacity_20250816_231730.json,469.00277400016785,60.496509313583374,15.998579025268555,111.76433086395264,17.391035079956055,44.48282313346863,38.23868799209595,2.897128105163574,5.487515926361084,3.3771562576293945,5.940666913986206,3.3631389141082764,5.089775800704956,314.5273473262787,291.26909351348877,23.258253812789917,79.61787390708923,0.02726912498474121,5.9120049476623535,68.91827869415283,3014,0.0,0,3,5,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True
simple_metrics_capacity_20250817_104439.json,424.831995010376,48.51334500312805,11.129825115203857,101.95193290710449,25.312283992767334,51.978784799575806,18.82192897796631,2.7955429553985596,4.4649498462677,5.133481979370117,3.090228319168091,3.888286828994751,4.6393609046936035,281.7199516296387,260.5036437511444,21.216307878494263,0.0012481212615966797,0.015986919403076172,34.96719312667847,108.12761521339417,3126,0.006369426751592357,1,2,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
simple_metrics_castle_20250817_002120.json,1275.9311392307281,843.4951560497284,12.514194250106812,146.27179312705994,22.076947927474976,45.1774787902832,32.072876930236816,2.0693869590759277,8.067592144012451,3.987342119216919,3.401326894760132,3.434420108795166,4.802612066268921,1127.3711273670197,1103.677834033966,23.69329333305359,2464.065454006195,1.646040678024292,6.714854955673218,0.0,3537,0.0,0,1,3,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
simple_metrics_castle_20250817_110232.json,995.5806529521942,628.250247001648,6.612318992614746,104.69175481796265,20.363720178604126,32.441608905792236,23.29959797859192,1.886871099472046,3.4505081176757812,3.6017279624938965,2.733808994293213,2.8932371139526367,3.181164026260376,833.4065651893616,817.5461189746857,15.860446214675903,0.005686044692993164,1.6199431419372559,4.055973052978516,156.49248552322388,3244,0.0,0,1,2,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True
